datetime,uc01,uc02,uc03,uc04
04.01.2019 20:00,4204.478536364795,3470.596538187174,2822.157908643093,3053.506971439987
04.01.2019 21:00,3990.8232795327476,3376.490872656456,2829.3601929345778,2906.978098190907
04.01.2019 22:00,3769.147610134397,3209.7918738480994,2830.8043960514638,3037.7849757409413
04.01.2019 23:00,3684.8417731149807,3183.7078966677464,2708.7342834191877,2810.4222392716847
05.01.2019 0:00,3493.193798563968,3020.7506593177895,2906.9385842675947,2784.9740563607984
05.01.2019 1:00,3380.205318506524,2955.20734136684,2592.765731043092,2513.5286760721756
05.01.2019 2:00,2956.2693317940098,2634.4037882840557,2456.8626304609716,2339.4410193966387
05.01.2019 3:00,2637.71904498422,2424.862390149122,2274.1049894472967,2253.3646099557527
05.01.2019 4:00,2444.66319048722,2304.149064474522,2236.324957836035,2239.5047595146084
05.01.2019 5:00,2457.721633790392,2318.2454445731437,2193.0240204573643,2372.2111742634856
05.01.2019 6:00,2691.597653182759,2479.889208285938,2174.771819853607,2470.6174041230033
05.01.2019 7:00,2803.393833853652,2556.9744843914523,2258.390341700427,2557.6178932842063
05.01.2019 8:00,3013.739882818355,2708.5220040527893,2293.5778563568506,2716.332714672593
05.01.2019 9:00,3348.0728985921423,2920.6234265338107,2374.41654060192,2982.5610259494233
05.01.2019 10:00,3632.973999598349,3125.743241353598,2534.399403232753,2987.044737775652
05.01.2019 11:00,3950.9678914793258,3379.307433540481,2746.8512360468776,3302.785703105753
05.01.2019 12:00,4315.261483404238,3609.081402020399,2644.740668603778,3320.81422474641
05.01.2019 13:00,4478.380130761636,3738.825467068893,2713.4044914541446,3526.5831811042317
05.01.2019 14:00,4699.989144773404,3923.5333349035777,2685.968494736196,3729.3919094234907
05.01.2019 15:00,4812.4772479622625,3935.4509424926855,2809.602911928702,3524.8450666581793
05.01.2019 16:00,4997.557628387576,4008.889679165226,3052.4996708954905,3655.623920430671
05.01.2019 17:00,5241.999470574237,4173.558303945375,3309.6369650769743,3821.9322407039685
05.01.2019 18:00,5282.45696343621,4364.610449180442,2938.7522250897186,3673.994326127711
05.01.2019 19:00,5213.410968042224,4283.956019706945,3004.2003671794964,3643.3230307028352
05.01.2019 20:00,4828.155657250176,3936.4587088443222,3247.5573101303453,3263.7711568057734
05.01.2019 21:00,4431.827001081468,3732.511716245719,2976.6335123530694,3375.163850093819
05.01.2019 22:00,4263.059509025079,3578.257810963525,2769.0341454705476,3119.4230532803217
05.01.2019 23:00,4066.301702296608,3378.439800670006,2843.471489242522,2831.4575356968667
06.01.2019 0:00,3981.4680759922053,3353.528438517181,2738.512786898443,2995.031850353475
06.01.2019 1:00,3712.464720023617,3193.226990507695,2585.05436931097,2791.609541485091
06.01.2019 2:00,3342.099450858696,2889.7383411397263,2709.2302081576063,2548.5671860037137
06.01.2019 3:00,2919.567003628417,2630.172263150121,2567.4662468289516,2373.544370716477
06.01.2019 4:00,2654.5939213114757,2440.0826150775565,2335.1836117076136,2329.8472598436488
06.01.2019 5:00,2668.4986684115447,2467.5791858540565,2270.7040801598673,2463.9060393207187
06.01.2019 6:00,2840.7916103676407,2583.043556558723,2184.373383972854,2482.3621806030665
06.01.2019 7:00,2956.452344812557,2674.05299977144,2368.409229482567,2597.9856407649345
06.01.2019 8:00,3183.5171807927954,2832.468985919637,2431.3547285091117,2926.801240690355
06.01.2019 9:00,3559.574814553477,3104.711860905393,2422.6677161935486,3126.3751324386826
06.01.2019 10:00,3940.1181249575507,3310.1091683229597,2698.9349939717786,3269.7800778123847
06.01.2019 11:00,4186.902157713413,3524.1710529514958,2830.1734012217244,3273.6735371250334
06.01.2019 12:00,4330.453285007319,3608.2462248293846,2646.850872826367,3483.8210344561157
06.01.2019 13:00,4473.048430691852,3694.2684262078637,2873.137100440659,3464.280790525726
06.01.2019 14:00,4674.723088289596,3846.1573289582802,2984.249046321353,3680.5086759043775
06.01.2019 15:00,5087.303258511753,4073.1570496550444,2991.948338432735,3988.1614526078847
06.01.2019 16:00,5637.745215280409,4544.208347979526,3390.8346978511554,3892.8613733542243
06.01.2019 17:00,5767.621359118027,4511.692992289572,3106.7448222657167,3964.3295184253134
06.01.2019 18:00,5782.323925494131,4564.743269172628,3582.758219194052,3828.0083589971223
06.01.2019 19:00,5519.082095838907,4462.335016609285,3402.1784975109827,3901.2640456912673
06.01.2019 20:00,5357.894668856882,4331.137477860101,3531.7491011808393,3606.1125967744956
06.01.2019 21:00,5048.350200510689,4117.1150948059185,3222.9205241601885,3433.2160706113464
06.01.2019 22:00,4685.3352514347225,3917.0707650666586,3283.1918369377818,3321.958914414852
06.01.2019 23:00,4437.616008228047,3729.7240862908466,3216.188524601025,3207.7870650030272
07.01.2019 0:00,3991.110579953398,3415.2323828022054,2671.0552172045063,2809.4026565030617
07.01.2019 1:00,3488.7351482460663,3068.897699357162,2856.2964093082637,2630.1318019723426
07.01.2019 2:00,3169.533275719955,2755.4000374648876,2434.6409145779944,2397.127818960668
07.01.2019 3:00,2810.9065380070733,2561.3748932023827,2445.3400060046674,2328.522057969722
07.01.2019 4:00,2627.298226412086,2430.457539437073,2326.3324574779463,2377.2267401964164
07.01.2019 5:00,2674.17348169096,2478.9999892628357,2225.787360401693,2457.5473454092667
07.01.2019 6:00,2782.4532627985664,2542.4841482607244,2271.2780068294915,2423.279788054167
07.01.2019 7:00,2800.391897764719,2562.4647212043783,2302.62838953049,2444.3528941003888
07.01.2019 8:00,2825.0814906460623,2567.6334517879695,2272.8678140084717,2611.5849814102944
07.01.2019 9:00,2983.8927260664937,2676.511452598026,2385.4316080856493,2673.628411910492
07.01.2019 10:00,3262.107764114038,2881.9077423194262,2339.9233631768716,2779.980215422046
07.01.2019 11:00,3510.1248668225558,3063.6316830748397,2512.042387178127,3429.674239358121
07.01.2019 12:00,887.9514696365856,731.9231089427917,516.6184865458833,684.5922270079245
07.01.2019 13:00,4410.797911403526,3724.0682247441805,2922.2520764949004,3571.8164045493804
07.01.2019 14:00,4717.0174223225395,3844.6411984494516,2996.80629455178,3894.848851595043
07.01.2019 15:00,5164.726460112715,4149.429716263045,2955.0227921603446,4045.405315443899
07.01.2019 16:00,5579.002482966702,4433.658254283366,3389.8363743075624,4067.5087918104077
07.01.2019 17:00,5894.243312778321,4601.475772837133,3213.4336973143377,4223.545810640902
07.01.2019 18:00,5944.945615967109,4650.619551769948,3779.8903485881856,4031.5456715725604
07.01.2019 19:00,5535.159532376427,4480.838900597742,3576.658960131608,3751.662643688189
07.01.2019 20:00,5112.552608711774,4098.185718429077,3098.3665844702746,3667.5122874115937
07.01.2019 21:00,4815.196974660791,3935.382557588245,3171.7097114158114,3452.216040148077
07.01.2019 22:00,4645.4649822839965,3848.0999879135506,2930.6261895039693,3189.358478340333
07.01.2019 23:00,4328.143385748774,3547.5964107554446,2801.3247069801614,3233.5844174435633
08.01.2019 0:00,3741.024465304741,3195.7802612532537,2816.0068975319646,2691.222210805631
08.01.2019 1:00,3347.753222851573,2870.7553833173524,2557.3363018599775,2468.277013521261
08.01.2019 2:00,2876.3814417417434,2612.806445608952,2503.770939564379,2288.310155356182
08.01.2019 3:00,2551.1621826065225,2399.4188021218465,2332.7076133488595,2235.821199907227
08.01.2019 4:00,2426.853363345743,2300.1676871132186,2258.0351913733507,2289.954261208319
08.01.2019 5:00,2495.934737778737,2349.9785102002475,2191.1900621369764,2317.2479024193353
08.01.2019 6:00,2598.2259382738234,2410.242233329598,2167.757557789797,2304.6315998706177
08.01.2019 7:00,2580.3894693350903,2382.7615631080603,2277.7076796227293,2356.6030607453413
08.01.2019 8:00,2708.9892170911717,2496.4373696728903,2173.354545431216,2514.5083742552824
08.01.2019 9:00,2839.420318671987,2606.986128243565,2323.62932206192,2624.5465270393834
08.01.2019 10:00,3050.091909343674,2726.7242764066423,2323.806674814016,2754.608992170878
08.01.2019 11:00,3284.557034091995,2836.733945030175,2452.963908771202,2806.0069050317334
08.01.2019 12:00,3406.0395077947896,3014.6401790233213,2537.5080908664945,2926.466724458068
08.01.2019 13:00,3666.287400142931,3113.2772819789448,2650.820453971679,3007.5509591157393
08.01.2019 14:00,4012.3657387985086,3402.001522351743,2678.7441603475863,3325.6109614182615
08.01.2019 15:00,4450.506266855818,3693.9793229992747,2607.743433658683,3875.9120299817832
08.01.2019 16:00,1014.7439733878535,816.2583769368152,550.5402308167512,811.5341258583222
08.01.2019 17:00,5486.9156743665235,4263.744783888096,3086.240762946478,4071.460172838839
08.01.2019 18:00,5375.186334887515,4285.302085813848,3049.3017653383968,3602.2589393914454
08.01.2019 19:00,5078.924407171861,4082.383568405091,3077.157740179262,3384.3895908235822
08.01.2019 20:00,4705.598232294715,3941.6518286439277,3238.2082350042187,3293.4645786939473
08.01.2019 21:00,4470.955489379525,3709.843704160595,2963.681978821005,3363.9237175101107
08.01.2019 22:00,4299.247490067907,3555.850351800922,2941.806965253134,3234.145603360893
08.01.2019 23:00,3999.650393853686,3345.563959935548,2745.7911430615873,2924.4083953018853
09.01.2019 0:00,3535.785746588136,3058.1381974728884,2503.651500142651,2510.610797052041
09.01.2019 1:00,3053.8906481577833,2696.789887057311,2499.090517670547,2408.8971246383517
09.01.2019 2:00,2672.12905728614,2453.424392309818,2416.7698395091893,2073.197553001494
09.01.2019 3:00,2143.1084057070916,2098.7480250709227,2279.549867986198,2000.0
09.01.2019 4:00,2000.0,2000.0,2056.9512698897847,2120.3165267058293
09.01.2019 5:00,2218.0483982731485,2149.328617034987,2000.0,2247.4662165395875
09.01.2019 6:00,2415.9459718590465,2289.4575500895985,2071.54941553436,2218.933498511571
09.01.2019 7:00,2417.2403119767364,2294.966814435852,2153.4030561710256,2313.4101562824485
09.01.2019 8:00,2542.484908250218,2353.4959445955787,2187.9822245851574,2375.209088122279
09.01.2019 9:00,2747.640876322392,2530.155472200979,2231.706800945452,2544.4665080011864
09.01.2019 10:00,2953.5711494411626,2634.328665591076,2212.3350270236956,2634.14274274488
09.01.2019 11:00,3165.90469129797,2792.452525704863,2403.816522200661,2751.434908703319
09.01.2019 12:00,3305.905942450204,2884.2840480634386,2332.4240361162765,2864.2422025192973
09.01.2019 13:00,3521.9017145694797,3058.924533227383,2410.939671373562,3028.899681325006
09.01.2019 14:00,3856.8161421333757,3300.7448520120706,2596.843135439785,3211.795978620265
09.01.2019 15:00,4324.975523152889,3644.9610152590762,2679.4018557659674,3495.4862342092683
09.01.2019 16:00,4908.545149562597,4030.2942087612328,2993.681966772739,3878.5717858106636
09.01.2019 17:00,5285.800010353039,4243.956758530272,2900.1421973216325,3856.6881714055116
09.01.2019 18:00,5224.095546377119,4266.800817913623,3037.535370543395,3493.568444890013
09.01.2019 19:00,4855.805832890599,3939.132243466305,3083.468025483008,3329.230836914755
09.01.2019 20:00,4544.917857239541,3814.944017214443,3066.5934645255975,3090.513039607318
09.01.2019 21:00,4256.1913424148315,3565.5897598405563,2712.0657208384046,3042.054047473989
09.01.2019 22:00,3985.4735864070976,3357.3429317336077,2941.809253942881,2907.4995984592038
09.01.2019 23:00,3807.829249073687,3293.2577578923047,2755.712496931735,2809.827246894427
10.01.2019 0:00,3440.017755132137,2960.6531000335094,2714.367757425545,2545.3427612195946
10.01.2019 1:00,3009.906371274732,2719.615937096389,2646.2257091327747,2327.648077772476
10.01.2019 2:00,2633.2109774611286,2425.367024737196,2291.9615666298555,2140.1457622477606
10.01.2019 3:00,2262.3433484951684,2172.7461606298593,2217.930316688429,2133.1190752375937
10.01.2019 4:00,2222.898122219234,2149.0547708004606,2096.646568232158,2181.976164294162
10.01.2019 5:00,2334.522831986146,2228.202166718394,2085.520170985454,2278.0770699400764
10.01.2019 6:00,2477.3323647073676,2319.1357031837556,2104.8571484787867,2294.7958367229135
10.01.2019 7:00,2521.421849541268,2365.954053292959,2135.2922828215565,2391.527892246982
10.01.2019 8:00,2636.099793739998,2445.8728252223605,2155.282687081508,2504.5977735561983
10.01.2019 9:00,2824.824328806346,2555.4549512377453,2262.352335297905,2564.90996002246
10.01.2019 10:00,3016.6285406827965,2667.273289243273,2381.6428804277216,2659.67095458187
10.01.2019 11:00,3226.4508138274578,2826.5163378578486,2337.1722184050773,2778.9444403989146
10.01.2019 12:00,3340.688161290899,2951.8970774004147,2508.3935892550426,2783.177777282809
10.01.2019 13:00,3406.279131286117,2942.513943683494,2621.7561849066133,2940.4199255949393
10.01.2019 14:00,3750.032360160326,3133.049710744882,2396.30972949169,3190.203998280828
10.01.2019 15:00,4246.460606115172,3507.05896649246,2476.05835862091,3391.832864419034
10.01.2019 16:00,4646.901590575037,3799.7238771904395,2955.3931233933963,3725.46960452343
10.01.2019 17:00,5065.120677640901,4225.747058403085,2817.831982964473,3743.0349185166524
10.01.2019 18:00,5199.939728811228,4164.195511187493,3225.903391677369,3714.999787117602
10.01.2019 19:00,4907.878688440596,4013.4675533134346,3442.0865237855305,3545.5200457979927
10.01.2019 20:00,4602.1429282097315,3733.4797199878767,3047.552479150038,3209.266028244481
10.01.2019 21:00,4155.924653552807,3512.9387418225147,3112.6151373709135,2999.6833104446387
10.01.2019 22:00,3866.933801363579,3318.472941739314,2764.247901859326,3012.7293007042435
10.01.2019 23:00,3748.3161750250606,3219.55684662575,2568.953786832042,2771.361009311762
11.01.2019 0:00,3348.9847073037436,2946.0332660605395,2530.552580327267,2522.6468783967225
11.01.2019 1:00,2977.928348804832,2690.8267242028196,2564.7031540218554,2312.045146026821
11.01.2019 2:00,2590.7655464059244,2404.825089634895,2372.38725445274,2141.1736863195324
11.01.2019 3:00,2266.4966490990555,2179.164279630782,2222.742064224243,2117.7230490988018
11.01.2019 4:00,2222.0978248737947,2149.615726572343,2117.0552828910636,2157.278126410931
11.01.2019 5:00,2318.00281701072,2225.6618749153677,2083.7435223603625,2236.3832169849607
11.01.2019 6:00,2410.1961763476784,2283.3984896919314,2131.0388663211743,2286.19672775682
11.01.2019 7:00,2483.681807015972,2331.4505771472186,2133.9029856578413,2343.8568660806372
11.01.2019 8:00,2579.8717707026635,2374.644521331771,2142.832903927367,2465.4821155150767
11.01.2019 9:00,2769.6876831824884,2535.33302399589,2182.402398620641,2579.128916785755
11.01.2019 10:00,2999.495799666476,2715.016757796973,2239.031102586555,2689.8778507315415
11.01.2019 11:00,3244.0792026732734,2834.161204472779,2348.75887855724,2792.8392853016735
11.01.2019 12:00,3375.165180691846,2945.4622225469366,2486.3851970081328,2901.2718099948343
11.01.2019 13:00,3625.03215108878,3109.9741032474985,2601.962297068676,2994.911860096396
11.01.2019 14:00,3686.664307296402,3173.1228643757877,2709.5454852458806,3178.679046860859
11.01.2019 15:00,4248.273201066708,3515.6540696017296,2705.353045993637,3528.7818553188517
11.01.2019 16:00,4789.24618276609,3915.7897812550023,2877.986157052313,3669.5350947563766
11.01.2019 17:00,4967.948945511558,4099.677898666783,3198.169628256501,3694.1634457440705
11.01.2019 18:00,5005.246310472146,4065.1131292077102,3226.2552088290686,3361.2897440536217
11.01.2019 19:00,4484.988497663824,3712.0137960119355,3143.810012998461,3075.8447702735657
11.01.2019 20:00,4180.7851343797365,3521.6471493260196,2754.540725707882,3029.569712130494
11.01.2019 21:00,3998.7900056028884,3320.523574473786,2957.2290266165323,2991.3862785398683
11.01.2019 22:00,3782.4154456857927,3229.120479554368,2791.4468018776583,2950.6293628175545
11.01.2019 23:00,3691.044196724215,3183.8246258051695,2521.9813597417738,2701.107077880042
12.01.2019 0:00,3517.1834547716244,3032.3321230406054,2628.609854462478,2793.2099784911484
12.01.2019 1:00,3383.595406017003,2971.0627853886826,2489.581771131537,2537.18449233731
12.01.2019 2:00,2960.7273816810584,2641.1827381504945,2611.844667543982,2362.7351965281196
12.01.2019 3:00,2619.895407656911,2433.784841862838,2296.6554918128923,2217.5185332574833
12.01.2019 4:00,2440.7438421770553,2293.07252602572,2214.393949940017,2284.365597756562
12.01.2019 5:00,2470.1387862427728,2320.938921636554,2183.3697511364394,2415.978876547575
12.01.2019 6:00,2685.349360637494,2477.627870203094,2141.7651708466997,2434.958427957343
12.01.2019 7:00,2827.858904232705,2550.0633310067724,2255.9566433983596,2578.423379876246
12.01.2019 8:00,3015.1870811200515,2701.956312216318,2232.9958967745315,2748.45051127389
12.01.2019 9:00,3337.5523388399215,2945.3620400918953,2447.816031654344,2918.7877139068705
12.01.2019 10:00,3689.19326983222,3139.9659663300017,2550.6347868879393,2971.167628836722
12.01.2019 11:00,3964.7714123806923,3376.0328658370213,2658.1867606565506,3290.7832204412207
12.01.2019 12:00,4251.068049420712,3573.15435302048,2846.3143853074926,3320.309316867684
12.01.2019 13:00,4439.133440326377,3738.0855542700147,2669.1843088333203,3605.9767036987378
12.01.2019 14:00,4762.827619482347,3926.385833689539,2992.3095177811174,3517.803169887794
12.01.2019 15:00,4834.515544166878,4010.762217141265,3235.749584211161,3492.706719436258
12.01.2019 16:00,4868.065627045146,3998.659670169137,3071.7847313800276,3845.8689293953935
12.01.2019 17:00,5103.096439940886,4214.2029680449405,3313.9605486388273,3773.5910123940885
12.01.2019 18:00,5303.989478470026,4362.090006246339,3072.4215496186544,3858.2028364424623
12.01.2019 19:00,5226.648426295518,4269.118950680917,3358.3671879073645,3481.7276742442937
12.01.2019 20:00,4787.636335397564,3889.2600029932614,3480.859927588062,3431.9982893854694
12.01.2019 21:00,4484.534497873372,3785.2054874075166,2945.2771010611023,3322.2849770546386
12.01.2019 22:00,4257.323514139471,3597.5567367437025,3115.41475514973,3093.7001663258643
12.01.2019 23:00,4021.9980571623364,3450.5450205030074,2887.443451606819,2905.518106263144
13.01.2019 0:00,3969.528357307059,3349.05394540052,2746.617422278642,2972.9577302477237
13.01.2019 1:00,3726.695236243595,3145.971179048238,2582.5376005312155,2667.857368190592
13.01.2019 2:00,3348.393610216157,2941.7459108977882,2606.1477285670385,2547.8358625971287
13.01.2019 3:00,2908.8167028892813,2616.1941625253953,2428.9335539228464,2363.774236819985
13.01.2019 4:00,531.4834057330798,489.42461382604597,469.93716614765384,467.2708631529805
13.01.2019 5:00,2678.4755164464445,2456.88680055173,2249.5254132039413,2420.9981676696448
13.01.2019 6:00,2847.490420347044,2568.0672886801176,2189.188849338701,2573.9921025954236
13.01.2019 7:00,2980.77945869053,2671.649945915323,2231.4568937153554,2725.845179960472
13.01.2019 8:00,3181.051242541933,2838.337629436259,2441.3578635851195,2787.7176955672167
13.01.2019 9:00,3611.1039392679413,3091.7979757098947,2554.659470365323,3120.2225787805
13.01.2019 10:00,3955.345911327365,3332.141986419041,2591.048259461524,3126.3529805759663
13.01.2019 11:00,4262.303986372591,3567.9802552372166,2721.6951185418197,3393.152326169954
13.01.2019 12:00,4413.260733112547,3646.7805574276067,2950.5128097126476,3396.8929059717475
13.01.2019 13:00,4406.425681573937,3703.27586353789,2937.0680867765077,3484.5700876215005
13.01.2019 14:00,4733.877265667792,3888.8146535088717,3012.034828808683,3656.770168047922
13.01.2019 15:00,5068.680548283546,4237.404621143965,3197.7192587329737,4008.8264416343427
13.01.2019 16:00,5635.802003694343,4462.35620191704,2924.0404586460054,4100.840857653227
13.01.2019 17:00,5802.62212787541,4593.319542419282,3550.231128813454,4175.23998747244
13.01.2019 18:00,5690.418841912175,4566.191971805511,3701.2420565141733,3917.9110468475774
13.01.2019 19:00,5423.3636099167725,4408.760991846923,3280.6489984751197,3697.7769034719213
13.01.2019 20:00,5302.258911998458,4221.639855295059,3461.1486769024114,3670.023908820719
13.01.2019 21:00,5112.27689866646,4180.395551816432,3299.0598562035466,3513.390128896349
13.01.2019 22:00,4798.136279129817,3945.783024181609,3003.736767830017,3401.868444030977
