datetime,UC01,UC02,UC03,UC04,UC05,UC06,UC07,UC08
07.01.2019 8:00,2825.0814906460623,2567.633451787969,2272.867814008472,2611.5849814102944,2401.319267049153,2683.827416113759,2118.811117984547,2231.8143776103893
07.01.2019 9:00,2983.8927260664937,2676.511452598026,2385.4316080856493,2673.628411910492,2536.3088171565196,2834.698089763169,2237.9195445498704,2357.27525359253
07.01.2019 10:00,3262.107764114038,2881.9077423194262,2339.923363176872,2779.980215422046,2772.7915994969326,3099.002375908336,2446.5808230855287,2577.0651336500905
07.01.2019 11:00,3510.124866822556,3063.63168307484,2512.042387178127,3429.674239358121,2983.606136799173,3334.618623481428,2632.593650116917,2772.9986447898195
07.01.2019 12:00,887.9514696365856,731.9231089427917,516.6184865458833,684.5922270079245,754.7587491910976,843.5538961547562,665.9636022274392,701.4816610129026
07.01.2019 13:00,4410.797911403526,3724.068224744181,2922.2520764949004,3571.8164045493804,3749.178224692997,4190.258015833349,3308.0984335526446,3484.5303500087857
07.01.2019 14:00,4717.01742232254,3844.641198449452,2996.80629455178,3894.848851595043,4009.464808974159,4481.166551206413,3537.7630667419053,3726.443763634807
07.01.2019 15:00,5164.726460112715,4149.429716263045,2955.0227921603446,4045.405315443899,4390.017491095808,4906.490137107079,3873.5448450845365,4080.133903489045
07.01.2019 16:00,5579.002482966702,4433.658254283366,3389.8363743075624,4067.508791810408,4742.152110521696,5300.052358818367,4184.251862225026,4407.411961543695
07.01.2019 17:00,5894.243312778321,4601.475772837133,3213.4336973143377,4223.545810640902,5010.106815861573,5599.531147139404,4420.68248458374,4656.452217094873
07.01.2019 18:00,5944.945615967109,4650.619551769948,3779.8903485881856,4031.54567157256,5053.203773572042,5647.698335168753,4458.7092119753315,4696.507036614016
07.01.2019 19:00,5535.159532376427,4480.838900597742,3576.658960131608,3751.662643688189,4704.885602519963,5258.401555757605,4151.36964928232,4372.776030577377
07.01.2019 20:00,5112.552608711774,4098.185718429077,3098.3665844702746,3667.5122874115937,4345.669717405008,4856.924978276185,3834.4144565338306,4038.916560882302
07.01.2019 21:00,4815.196974660791,3935.382557588245,3171.7097114158114,3452.216040148077,4092.9174284616724,4574.437125927751,3611.3977309955935,3804.005609982025
07.01.2019 22:00,4645.4649822839965,3848.099987913551,2930.6261895039693,3189.358478340333,3948.645234941397,4413.191733169797,3484.0987367129974,3669.9173360043574
07.01.2019 23:00,4328.143385748774,3547.5964107554446,2801.3247069801614,3233.584417443564,3678.9218778864574,4111.736216461335,3246.1075393115802,3419.233274741531
08.01.2019 0:00,3741.024465304741,3195.7802612532537,2816.006897531965,2691.222210805631,3179.87079550903,3553.973242039504,2805.768348978556,2955.4093275907458
08.01.2019 1:00,3347.753222851573,2870.7553833173524,2557.336301859977,2468.277013521261,2845.590239423837,3180.365561708994,2510.8149171386794,2644.7250460527425
08.01.2019 2:00,2876.3814417417434,2612.806445608952,2503.770939564379,2288.310155356182,2444.9242254804817,2732.5623696546563,2157.2860813063076,2272.3413389759776
08.01.2019 3:00,2551.1621826065225,2399.4188021218465,2332.7076133488595,2235.821199907227,2168.487855215544,2423.6040734761964,1913.371636954892,2015.4181242591528
08.01.2019 4:00,2426.853363345743,2300.1676871132186,2258.0351913733507,2289.954261208319,2062.8253588438815,2305.510695178456,1820.1400225093075,1917.2141570431372
08.01.2019 5:00,2495.934737778737,2349.9785102002475,2191.1900621369764,2317.247902419336,2121.5445271119265,2371.1380008898,1871.9510533340529,1971.7884428452023
08.01.2019 6:00,2598.2259382738234,2410.242233329598,2167.757557789797,2304.6315998706177,2208.49204753275,2468.314641360132,1948.6694537053677,2052.5984912363206
08.01.2019 7:00,2580.3894693350903,2382.7615631080603,2277.7076796227293,2356.6030607453413,2193.331048934827,2451.3699958683355,1935.2921020013177,2038.5076807747214
08.01.2019 8:00,2708.989217091172,2496.4373696728903,2173.354545431216,2514.5083742552824,2302.6408345274963,2573.5397562366134,2031.7419128183792,2140.101481502026
